"Y_t" "mu_t" "t" "m" "g11" "g21" "g12" "g22" "g13" "g23" "g14" "g24"
0.258223574454728 0.00086685524514992 41.7743029 -0.000183517339723711 -0.000704967630687328 -0.00733478786763442 -0.00184202992773358 0.00253906050520208 0.0023470442318246 -0.000639875888471297 -0.00175523525477818 -0.000268902632761399
0.00316698252049378 0.00698554267511724 41.8090251 -0.000113667922012488 -0.000436646508645648 -0.00454305896419167 -0.0011409260535572 0.00157265646900073 0.00145372443336715 -0.000396329647639446 -0.00108716671870935 -0.000166554307814687
-0.0482158641038439 -0.000970714243631549 41.8784695 2.96327302510901e-05 0.000113831835549481 0.00118435560725653 0.000297434433417257 -0.00040998466496476 -0.000378979603310201 0.000103321406172262 0.000283419609887278 4.3419979781872e-05
0.0298885669385396 -0.00163481604099118 41.9131918 0.000103067126671308 0.000395924375323946 0.00411936829183981 0.00103452203579174 -0.00142598879816895 -0.00131814849489873 0.000359367509088112 0.000985776355599569 0.000151021270005291
-0.0307687599098678 -0.00207258154181508 41.947914 0.000177678947837459 0.000682539900962867 0.0071014400758767 0.00178342787628435 -0.00245828323219564 -0.00227237573444778 0.000619518977232916 0.00169939447545242 0.000260347806543507
0.0501736587145792 0.00525235676810752 42.0173584 0.000330399842499544 0.00126920537589002 0.0132053611930212 0.0033163427440638 -0.00457125845589613 -0.00422555735442647 0.00115201589718149 0.00316007987365909 0.000484125301978751
0.0453022475551634 0.0211723418454549 42.1215251 0.000568087228190369 0.00218226303783627 0.0227052076679075 0.00570209701963478 -0.00785979050687776 -0.00726539439872427 0.00198076825009982 0.00543341970960426 0.000832401731239669
0.110902630388179 0.0178355577721377 42.1562473 0.000649573591176539 0.00249528658282756 0.0259620398969952 0.00652000512329771 -0.00898719790218021 -0.0083075416884953 0.00226488940722083 0.00621278877256205 0.000951801334427688
-0.049464271789487 0.018402174212546 42.1909695 0.000732172559974199 0.00281258411677269 0.0292633405540791 0.00734908085398499 -0.0101299987936943 -0.00936391834240208 0.00255288992327989 0.00700279925473364 0.00107283120662672
-0.0542776751981659 0.030969365521613 42.2256917 0.000815874306144601 0.00313411788448628 0.0326087168178958 0.00818922556010138 -0.0112880571997157 -0.010434398662347 0.00284473552913936 0.00780335715289176 0.00119547694651066
0.126686702079641 0.0158425481327503 42.260414 0.000900669115802299 0.00345985057083062 0.0359977804456272 0.0090403417398646 -0.0124612387234459 -0.0115188584152804 0.00314039235507832 0.00861436955944403 0.00131972432060504
-0.0381136274998266 -0.0540437391735564 42.3645806 0.00116150818309357 0.0044618436224728 0.046422949146598 0.0116584778189729 -0.01607008666648 -0.0148547874846651 0.00404986843064863 0.011109141592552 0.00170192423712109
-0.0894018677903882 -0.0241775846988885 42.3993028 0.0012505718416876 0.00480397476100123 0.0499826293571229 0.0125524419798018 -0.017302329997412 -0.0159938424997554 0.00436040959127772 0.011960983024643 0.00183242663169239
