"Magnitud","Time"
0.105405,837.409408699361
0.1268373,837.429843199361
0.1511217,837.450277699361
0.1728191,837.470712199361
0.2043962,837.552450199361
0.2403877,837.572884699361
0.2838644,837.593319199361
0.3239729,837.613753699361
0.3394666,837.634188199361
0.2794191,837.654622699361
-0.2693036,837.695491699361
-0.4579877,837.715926199361
-0.2435565,837.818098699361
-0.1926395,837.838533199361
-0.1442981,837.858967699361
0.0033713,837.940705699361
0.03058,837.961140199361
0.0539655,837.981574699361
0.0764149,838.002009199361
0.0975977,838.022443699361
0.1186523,838.042878199361
0.1722422,838.124616199361
0.1734203,838.145050699361
0.3128558,838.267657699361
0.141467,838.288092199361
-0.1856953,838.308526699361
-0.4789968,838.349395699361
-0.4376551,838.369830199361
-0.3160561,838.410699199361
-0.2629146,838.431133699361
-0.2111483,838.451568199361
-0.1626671,838.472002699361
-0.1171056,838.492437199361
-0.0414394,838.533306199361
-0.0100437,838.553740699361
0.0186124,838.574175199361
0.043379,838.594609699361
0.0874066,838.635478699361
0.1085087,838.655913199361
0.1335965,838.676347699361
0.1576903,838.696782199361
0.1744639,838.717216699361
0.172844,838.758085699361
0.1828792,838.778520199361
0.2121109,838.798954699361
0.2500267,838.819389199361
0.2935548,838.839823699361
0.3265415,838.860258199361
0.327649,838.880692699361
-0.0836236,838.921561699361
-0.31466,838.941996199361
-0.4554461,838.982865199361
-0.3965937,839.003299699361
-0.2276247,839.064603199361
-0.1787697,839.085037699361
-0.0908367,839.125906699361
-0.053405,839.146341199361
-0.0193763,839.166775699361
0.0092492,839.187210199361
0.0367365,839.207644699361
0.0588991,839.228079199361
0.0807747,839.248513699361
0.1013214,839.268948199361
0.1767117,839.350686199361
0.1723209,839.371120699361
0.1980078,839.411989699361
0.2353664,839.432424199361
0.2765956,839.452858699361
0.3162908,839.473293199361
0.3329107,839.493727699361
0.2828876,839.514162199361
0.0447803,839.534596699361
-0.4242131,839.575465699361
-0.4652374,839.595900199361
-0.4162153,839.616334699361
-0.3561947,839.636769199361
-0.3008895,839.657203699361
-0.1953807,839.698072699361
-0.1474558,839.718507199361
0.0257036,839.820679699361
0.0496469,839.841114199361
0.0714622,839.861548699361
0.0925514,839.881983199361
0.1141957,839.902417699361
0.1388779,839.922852199361
0.1610064,839.943286699361
0.1724282,839.984155699361
0.1718929,840.004590199361
0.1897695,840.025024699361
0.2614189,840.065893699361
0.3010404,840.086328199361
0.1513096,840.147631699361
-0.1556942,840.168066199361
-0.4653291,840.208935199361
-0.4353934,840.229369699361
-0.3169593,840.270238699361
-0.2624833,840.290673199361
-0.2121176,840.311107699361
-0.1198374,840.351976699361
-0.0791885,840.372411199361
-0.044165,840.392845699361
-0.012259,840.413280199361
0.0148676,840.433714699361
0.1064513,840.515452699361
0.128469,840.535887199361
0.170541,840.576756199361
0.1729717,840.597190699361
0.1708875,840.617625199361
0.1803744,840.638059699361
0.2083686,840.658494199361
0.2439068,840.678928699361
0.2841118,840.699363199361
0.318259,840.719797699361
0.2384144,840.760666699361
-0.0499004,840.781101199361
-0.2772225,840.801535699361
-0.4424006,840.821970199361
-0.3957177,840.862839199361
-0.3361337,840.883273699361
-0.2305868,840.924142699361
-0.1828829,840.944577199361
-0.1357511,840.965011699361
-0.093519,840.985446199361
-0.0251202,841.026315199361
0.0056898,841.046749699361
0.0314823,841.067184199361
0.055238,841.087618699361
0.0752945,841.108053199361
0.0964216,841.128487699361
0.1174882,841.148922199361
0.1421688,841.169356699361
0.2272631,841.291963699361
0.2688844,841.312398199361
0.3266785,841.353267199361
0.2853674,841.373701699361
-0.2008369,841.414570699361
-0.3884946,841.435005199361
-0.4536829,841.455439699361
-0.4131909,841.475874199361
-0.2990511,841.516743199361
-0.2471284,841.537177699361
-0.19847,841.557612199361
-0.1533558,841.578046699361
-0.1095196,841.598481199361
-0.0367896,841.639350199361
-0.0056344,841.659784699361
0.0868838,841.741522699361
0.10785,841.761957199361
0.1552282,841.802826199361
0.1691905,841.823260699361
0.1694166,841.864129699361
0.1839419,841.884564199361
0.2535027,841.925433199361
0.2926782,841.945867699361
-0.1209073,842.027605699361
-0.3139247,842.048040199361
-0.4277136,842.088909199361
-0.3738668,842.109343699361
-0.2644127,842.150212699361
-0.2148644,842.170647199361
-0.1677128,842.191081699361
-0.1241573,842.211516199361
-0.0839827,842.231950699361
-0.0479114,842.252385199361
-0.0168815,842.272819699361
0.0115196,842.293254199361
0.0368148,842.313688699361
0.0591792,842.334123199361
0.0995185,842.374992199361
0.1214232,842.395426699361
0.1707198,842.456730199361
0.1689031,842.477164699361
0.3110847,842.579337199361
0.3188218,842.599771699361
-0.0193649,842.640640699361
-0.2411056,842.661075199361
-0.4104659,842.681509699361
-0.4384599,842.701944199361
-0.3915374,842.722378699361
-0.3357566,842.742813199361
-0.2834735,842.763247699361
-0.2335524,842.783682199361
-0.1875224,842.804116699361
-0.1410147,842.824551199361
-0.0993671,842.844985699361
-0.0613117,842.865420199361
0.0023746,842.906289199361
0.0290316,842.926723699361
0.0513439,842.947158199361
0.0720178,842.967592699361
0.0926489,842.988027199361
0.1363542,843.028896199361
0.1594246,843.049330699361
0.2225896,843.151503199361
0.2617421,843.171937699361
0.2862104,843.233241199361
0.1004187,843.253675699361
-0.1701086,843.274110199361
-0.4074462,843.335413699361
-0.3536314,843.355848199361
-0.2023775,843.417151699361
-0.1569014,843.437586199361
-0.0418127,843.498889699361
-0.0106871,843.519324199361
0.0177983,843.539758699361
0.1037904,843.621496699361
0.1262392,843.641931199361
0.1676541,843.682800199361
0.1683636,843.703234699361
0.1800099,843.744103699361
0.2088568,843.764538199361
0.2460012,843.784972699361
0.285923,843.805407199361
0.3160872,843.825841699361
0.1923743,843.866710699361
-0.0894412,843.887145199361
-0.2716691,843.907579699361
-0.4181058,843.928014199361
-0.4197437,843.948448699361
-0.3693914,843.968883199361
-0.3205789,843.989317699361
-0.1295045,844.071055699361
-0.0897084,844.091490199361
0.0556926,844.193662699361
0.0765854,844.214097199361
0.0954336,844.234531699361
0.116421,844.254966199361
0.1396439,844.275400699361
0.1686368,844.316269699361
0.1671854,844.336704199361
0.2314338,844.398007699361
0.2700838,844.418442199361
0.3152014,844.459311199361
0.2520076,844.479745699361
0.01292,844.500180199361
-0.20548,844.520614699361
-0.3702487,844.541049199361
-0.4264185,844.561483699361
-0.3869625,844.581918199361
-0.3335412,844.602352699361
-0.2820359,844.622787199361
-0.2336707,844.643221699361
-0.1881672,844.663656199361
-0.14408,844.684090699361
-0.1037764,844.704525199361
-0.0675536,844.724959699361
0.0235113,844.786263199361
0.0474807,844.806697699361
0.0690912,844.827132199361
0.0883074,844.847566699361
0.1092118,844.868001199361
0.2040431,845.624077699361
0.2399252,845.644512199361
0.3060187,845.705815699361
0.2068068,845.726250199361
-0.0605798,845.746684699361
-0.2393598,845.767119199361
-0.4152882,845.807988199361
-0.3697367,845.828422699361
-0.2672664,845.869291699361
-0.2206423,845.889726199361
-0.1343788,845.930595199361
-0.0954271,845.951029699361
-0.0589937,845.971464199361
-0.0261188,845.991898699361
0.0724121,846.073636699361
0.092304,846.094071199361
0.1124801,846.114505699361
0.1362842,846.134940199361
0.1564036,846.155374699361
0.1654055,846.175809199361
0.1652059,846.196243699361
0.1714035,846.216678199361
0.1937886,846.237112699361
0.2258006,846.257547199361
0.266164,846.277981699361
0.3012708,846.298416199361
0.3148398,846.318850699361
-0.1750579,846.380154199361
-0.3391151,846.400588699361
-0.4143586,846.421023199361
-0.3847421,846.441457699361
-0.3330169,846.461892199361
-0.2822726,846.482326699361
-0.1908231,846.523195699361
-0.1485138,846.543630199361
-0.1089182,846.564064699361
-0.0713989,846.584499199361
-0.0387027,846.604933699361
0.020039,846.645802699361
0.0445554,846.666237199361
0.0856751,846.707106199361
0.1060348,846.727540699361
0.2132779,846.870582199361
0.2501073,846.891016699361
0.2860422,846.911451199361
0.3102953,846.931885699361
0.2904278,846.952320199361
0.1498344,846.972754699361
-0.276629,847.013623699361
-0.4035004,847.034058199361
-0.2085634,847.136230699361
-0.1649342,847.156665199361
-0.124638,847.177099699361
-0.0863637,847.197534199361
-0.0516328,847.217968699361
0.1599488,847.401879199361
0.1660633,847.422313699361
0.166716,847.442748199361
0.1775299,847.463182699361
0.2004029,847.483617199361
0.2340961,847.504051699361
0.2722859,847.524486199361
0.3019829,847.544920699361
0.2227076,847.585789699361
-0.0288853,847.606224199361
-0.2105838,847.626658699361
-0.3726642,847.647093199361
-0.408959,847.667527699361
-0.3688876,847.687962199361
-0.3183803,847.708396699361
-0.2695364,847.728831199361
0.11027,847.974045199361
0.131565,847.994479699361
0.1528479,848.014914199361
0.164298,848.035348699361
0.1657022,848.055783199361
0.1889842,848.096652199361
0.2210877,848.117086699361
0.2587687,848.137521199361
0.3104862,848.178390199361
0.2684256,848.198824699361
0.081228,848.219259199361
-0.1538969,848.239693699361
-0.315853,848.260128199361
-0.3871643,848.300997199361
-0.336861,848.321431699361
-0.2865856,848.341866199361
-0.1961914,848.382735199361
-0.1541442,848.403169699361
-0.1148103,848.423604199361
-0.0784936,848.444038699361
-0.0432445,848.464473199361
0.042301,848.525776699361
0.0637191,848.546211199361
0.0827481,848.566645699361
0.1022936,848.587080199361
0.1245578,848.607514699361
0.1671764,848.689252699361
0.1809961,848.709687199361
0.2089816,848.730121699361
0.281958,848.770990699361
0.3072871,848.791425199361
0.2964589,848.811859699361
0.1779365,848.832294199361
-0.0875658,848.852728699361
-0.2468138,848.873163199361
-0.400391,848.914032199361
-0.3547094,848.934466699361
-0.3042287,848.954901199361
-0.2568014,848.975335699361
-0.2126893,848.995770199361
-0.1717021,849.016204699361
-0.1315022,849.036639199361
-0.0939193,849.057073699361
0.0304159,849.138811699361
0.0518468,849.159246199361
0.1365178,849.240984199361
0.1566788,849.261418699361
0.1672082,849.302287699361
0.1674195,849.322722199361
0.2996152,849.404460199361
0.3079473,849.424894699361
0.2414964,849.445329199361
0.0075353,849.465763699361
-0.1873452,849.486198199361
-0.3562373,849.506632699361
-0.3226798,849.567936199361
-0.2737842,849.588370699361
-0.2288555,849.608805199361
-0.107305,849.670108699361
-0.0707312,849.690543199361
-0.0061129,849.731412199361
0.0231224,849.751846699361
0.0471804,849.772281199361
0.1233636,849.854019199361
0.1503032,849.874453699361
0.1632006,849.894888199361
0.1886453,849.956191699361
0.2181331,849.976626199361
0.2555103,849.997060699361
0.2906774,850.017495199361
0.31098,850.037929699361
0.2827885,850.058364199361
0.1214808,850.078798699361
-0.1319806,850.099233199361
-0.2936787,850.119667699361
-0.4095122,850.140102199361
-0.3951146,850.160536699361
-0.2028048,850.242274699361
-0.1613476,850.262709199361
-0.1218932,850.283143699361
-0.0843316,850.303578199361
-0.0497731,850.324012699361
0.121254,850.467054199361
0.1431132,850.487488699361
0.180199,850.569226699361
0.2062243,850.589661199361
0.2405177,850.610095699361
0.3053707,850.650964699361
0.3037341,850.671399199361
-0.2274958,850.732702699361
-0.3904729,850.753137199361
-0.3646617,850.794006199361
-0.3120743,850.814440699361
-0.263121,850.834875199361
0.0530835,851.018785699361
0.0738506,851.039220199361
0.0944323,851.059654699361
0.1657201,851.141392699361
0.1689703,851.161827199361
0.1762783,851.182261699361
0.194676,851.202696199361
0.2293154,851.223130699361
0.2654949,851.243565199361
-0.2353863,851.468344699361
-0.1933416,851.488779199361
0.0173902,851.611386199361
0.0422016,851.631820699361
0.0849928,851.672689699361
0.1056555,851.693124199361
0.1506111,851.733993199361
0.1654972,851.754427699361
0.1699234,851.774862199361
0.2514923,851.856600199361
0.2857074,851.877034699361
0.3115658,851.897469199361
0.2937748,851.917903699361
-0.4084323,852.020076199361
-0.3567989,852.040510699361
-0.3032264,852.060945199361
-0.2553883,852.081379699361
-0.2113553,852.101814199361
-0.1285977,852.142683199361
-0.0911576,852.163117699361
0.0357989,852.244855699361
0.0597572,852.265290199361
0.1612659,852.367462699361
0.170243,852.387897199361
0.1816325,852.428766199361
0.2049977,852.449200699361
0.240635,852.469635199361
0.2784156,852.490069699361
-0.4243728,852.633111199361
-0.379579,852.653545699361
-0.3241039,852.673980199361
-0.2725539,852.694414699361
-0.2255832,852.714849199361
-0.1821788,852.735283699361
-0.1415527,852.755718199361
-0.1027541,852.776152699361
0.0737068,852.898759699361
0.0933499,852.919194199361
0.1143809,852.939628699361
0.1721479,853.021366699361
0.17645,853.041801199361
0.2254144,853.082670199361
0.263112,853.103104699361
0.3168872,853.143973699361
0.2819315,853.164408199361
-0.0447701,853.430056699361
-0.0125592,853.450491199361
0.0423268,853.491360199361
0.065221,853.511794699361
0.1068175,853.552663699361
0.1289032,853.573098199361
0.166454,853.613967199361
0.1733056,853.634401699361
0.1871785,853.675270699361
0.2131978,853.695705199361
0.2499461,853.716139699361
0.2870153,853.736574199361
0.3151451,853.757008699361
0.2002518,853.797877699361
-0.0805176,853.818312199361
-0.2622905,853.838746699361
-0.4216291,853.859181199361
-0.4243854,853.879615699361
-0.3140363,853.920484699361
-0.26249,853.940919199361
-0.2167154,853.961353699361
-0.1743558,853.981788199361
-0.1345846,854.002222699361
-0.0955494,854.022657199361
-0.0581471,854.043091699361
0.0072336,854.083960699361
0.0312983,854.104395199361
0.0569902,854.124829699361
0.0784109,854.145264199361
0.0976172,854.165698699361
0.118045,854.186133199361
0.1417433,854.206567699361
0.1624289,854.227002199361
0.1800837,854.288305699361
0.2011635,854.308740199361
0.2640114,854.410912699361
0.0317099,854.431347199361
-0.3843497,854.472216199361
-0.4399719,854.492650699361
-0.3387032,854.533519699361
-0.2851602,854.553954199361
-0.1928692,854.594823199361
-0.149922,854.615257699361
-0.0359071,854.676561199361
-0.0046822,854.696995699361
0.0228092,854.717430199361
0.0705274,854.758299199361
0.0913934,854.778733699361
0.1564637,854.840037199361
0.1712038,854.860471699361
0.1778192,854.901340699361
0.1924811,854.921775199361
0.2224074,854.942209699361
0.2609275,854.962644199361
0.2982196,854.983078699361
0.3230893,855.003513199361
-0.1343139,855.064816699361
-0.3205532,855.085251199361
-0.4212677,855.126120199361
-0.3634194,855.146554699361
-0.2559797,855.187423699361
-0.2100938,855.207858199361
-0.0155928,855.310030699361
0.0129701,855.330465199361
0.1680373,855.473506699361
0.1751216,855.493941199361
0.1845461,855.534810199361
0.2088731,855.555244699361
0.2452132,855.575679199361
0.2858644,855.596113699361
0.3172705,855.616548199361
0.3227596,855.636982699361
0.2394346,855.657417199361
-0.3885733,855.759589699361
-0.3296593,855.780024199361
-0.0619457,855.902631199361
-0.0277086,855.923065699361
0.0045162,855.943500199361
0.0305582,855.963934699361
0.0557331,855.984369199361
0.0982245,856.025238199361
0.1187151,856.045672699361
0.16389,856.086541699361
0.1744256,856.106976199361
0.1803205,856.147845199361
0.1980913,856.168279699361
0.3096597,856.229583199361
0.3288323,856.250017699361
0.2910094,856.270452199361
0.0879812,856.290886699361
-0.1870082,856.311321199361
-0.4579111,856.352190199361
-0.4143143,856.372624699361
-0.1571851,856.474797199361
-0.1148297,856.495231699361
0.0208299,856.576969699361
0.0476741,856.597404199361
0.0698213,856.617838699361
0.0903507,856.638273199361
0.1336348,856.679142199361
0.157321,856.699576699361
0.2185396,856.801749199361
0.2592012,856.822183699361
0.2972362,856.842618199361
0.3271998,856.863052699361
-0.2181022,857.067397699361
-0.173283,857.087832199361
-0.0896122,857.128701199361
-0.0514413,857.149135699361
0.1034753,857.271742699361
0.1261257,857.292177199361
0.1490686,857.312611699361
0.1689164,857.333046199361
0.1764582,857.373915199361
0.1841263,857.394349699361
0.2844516,857.455653199361
0.3202979,857.476087699361
0.3333722,857.496522199361
0.2707169,857.516956699361
0.0079212,857.537391199361
-0.3433121,857.639563699361
-0.2873474,857.659998199361
-0.0304572,857.782605199361
0.001685,857.803039699361
0.05384,857.843908699361
0.0761973,857.864343199361
0.0959972,857.884777699361
0.1408293,857.925646699361
0.1622075,857.946081199361
0.1787406,857.966515699361
0.1785338,857.986950199361
0.1973761,858.027819199361
0.2292451,858.048253699361
0.3098845,858.089122699361
0.3336746,858.109557199361
-0.1720321,858.170860699361
-0.3825262,858.191295199361
-0.3694161,858.252598699361
-0.3090882,858.273033199361
-0.2568316,858.293467699361
-0.2094674,858.313902199361
0.0680348,858.477378199361
0.0897705,858.497812699361
0.1799302,858.620419699361
0.1897586,858.640854199361
0.3324346,858.743026699361
0.2385512,858.763461199361
-0.397149,858.865633699361
-0.3345991,858.886068199361
-0.2788032,858.906502699361
-0.2277304,858.926937199361
-0.0575674,859.008675199361
-0.0227333,859.029109699361
0.0091798,859.049544199361
0.0601062,859.090413199361
0.0828735,859.110847699361
0.1027918,859.131282199361
0.1252084,859.151716699361
0.1797025,859.233454699361
0.1839811,859.253889199361
0.2800762,859.315192699361
0.3183296,859.335627199361
0.0603859,859.396930699361
-0.2313765,859.417365199361
-0.300894,859.519537699361
-0.2474418,859.539972199361
-0.0681432,859.621710199361
-0.0324638,859.642144699361
0.1671274,859.805620699361
0.1808262,859.826055199361
0.2239616,859.907793199361
0.2635975,859.928227699361
0.335621,859.969096699361
0.3268486,859.989531199361
-0.1445741,860.030400199361
-0.3673428,860.050834699361
-0.322939,860.132572699361
-0.2679592,860.153007199361
-0.2172804,860.173441699361
-0.1690811,860.193876199361
-0.0836478,860.234745199361
-0.0464301,860.255179699361
-0.0122484,860.275614199361
0.1336478,860.398221199361
0.1581837,860.418655699361
0.2935978,860.561697199361
0.3287781,860.582131699361
0.2658601,860.623000699361
-0.0290522,860.643435199361
-0.4725666,860.684304199361
-0.4729741,860.704738699361
-0.3447889,860.745607699361
-0.2876245,860.766042199361
-0.186219,860.806911199361
-0.1400701,860.827345699361
0.1502194,861.031690699361
0.1737956,861.052125199361
0.3168602,861.195166699361
0.3417737,861.215601199361
-0.436762,861.338208199361
-0.3707992,861.358642699361
-0.2545907,861.399511699361
-0.2043767,861.419946199361
-0.1574126,861.440380699361
-0.0728953,861.481249699361
-0.0366467,861.501684199361
0.0489558,861.562987699361
0.0719462,861.583422199361
0.1156967,861.624291199361
0.140273,861.644725699361
0.1811321,861.685594699361
0.1821578,861.706029199361
0.1781475,861.726463699361
0.1909314,861.746898199361
0.2199755,861.767332699361
0.2598515,861.787767199361
0.3035929,861.808201699361
0.3353452,861.849070699361
0.2223059,861.869505199361
-0.3521782,861.910374199361
-0.491004,861.930808699361
-0.1761529,862.053415699361
-0.128597,862.073850199361
-0.0161922,862.135153699361
0.0137817,862.155588199361
0.0635496,862.196457199361
0.0847394,862.216891699361
0.1312019,862.257760699361
0.1548946,862.278195199361
0.178917,862.339498699361
0.1839053,862.359933199361
0.2446107,862.400802199361
0.2880046,862.421236699361
-0.4206791,862.584712699361
-0.3558535,862.605147199361
-0.2977505,862.625581699361
-0.2434974,862.646016199361
-0.0267399,862.748188699361
0.0026356,862.768623199361
0.0306981,862.789057699361
0.0562773,862.809492199361
0.1703969,862.911664699361
0.1817886,862.932099199361
0.1788536,862.972968199361
0.1966851,862.993402699361
0.2713271,863.034271699361
0.3119344,863.054706199361
0.3403378,863.075140699361
0.319639,863.095575199361
-0.0396858,863.361223699361
-0.0078234,863.381658199361
0.0457095,863.422527199361
0.0688444,863.442961699361
0.1124424,863.483830699361
0.1374332,863.504265199361
0.1623743,863.524699699361
0.1800018,863.545134199361
0.1815819,863.565568699361
0.1778853,863.586003199361
0.2155828,863.626872199361
0.2555302,863.647306699361
0.3328422,863.688175699361
0.3383644,863.708610199361
0.2466703,863.729044699361
-0.4826935,863.790348199361
-0.4685376,863.810782699361
-0.282271,863.872086199361
-0.2297948,863.892520699361
-0.1810662,863.912955199361
-0.1345777,863.933389699361
-0.0912769,863.953824199361
0.0091548,864.015127699361
0.0352048,864.035562199361
0.0814183,864.076431199361
0.1040509,864.096865699361
0.1521652,864.137734699361
0.1740003,864.158169199361
0.1753243,864.199038199361
0.1800344,864.219472699361
0.2395565,864.260341699361
0.2814513,864.280776199361
0.3424016,864.321645199361
0.2965625,864.342079699361
-0.149709,864.546424699361
-0.1059659,864.566859199361
-0.0672433,864.587293699361
-0.0331552,864.607728199361
0.0258085,864.648597199361
0.0501291,864.669031699361
0.0938922,864.709900699361
0.117501,864.730335199361
0.1921333,864.852942199361
0.2239089,864.873376699361
0.3051031,864.914245699361
0.3353852,864.934680199361
0.1823019,864.975549199361
-0.1565326,864.995983699361
-0.3764012,865.016418199361
-0.4850725,865.036852699361
-0.4480378,865.057287199361
-0.3236039,865.098156199361
-0.267966,865.118590699361
-0.1671238,865.159459699361
-0.1209944,865.179894199361
-0.0125474,865.241197699361
0.0168655,865.261632199361
0.0650718,865.302501199361
0.0868654,865.322935699361
0.1317535,865.363804699361
0.1532752,865.384239199361
0.1779728,865.425108199361
